FU 133	Cycle	RC	S0	S1	S2	S3	S4	S5	qPCR Temp	FILE EXPORTED FROM DATABASE	
	-40	1	4014	0	0	0	0	0	31.97
	-40	2	0	3971	3964	3909	0	0	31.97
	-40	3	0	0	0	3885	3956	0	31.97
	-40	4	0	0	0	0	3971	3963	31.97
	-40	5	0	0	0	0	0	0	31.97
	-40	6	0	0	0	0	0	0	31.97
	-40	7	0	0	0	0	0	0	31.97
	-40	8	0	0	0	0	0	0	31.97
	-30	1	402565	0	0	0	0	0	31.97
	-30	2	0	50516	224000	60077	0	0	31.97
	-30	3	0	0	0	6042	205083	0	31.97
	-30	4	0	0	0	0	205350	34003	31.97
	-30	5	0	0	0	0	0	0	31.97
	-30	6	0	0	0	0	0	0	31.97
	-30	7	0	0	0	0	0	0	31.97
	-30	8	0	0	0	0	0	0	31.97
	-20	1	3995	3983	3936	3955	4227	3985	31.97
	-20	2	4007	4005	3940	3947	4026	3999	31.97
	-20	3	3988	4001	3958	3957	4252	3951	31.97
	-20	4	3998	4033	3926	3929	4018	3972	31.97
	-20	5	4014	3995	3955	3930	4252	3980	31.97
	-20	6	3995	3973	3933	3954	4316	3990	31.97
	-20	7	3995	3990	3936	3953	4174	3990	31.97
	-20	8	3990	3971	3926	3941	4235	3975	31.97
	-10	1	16378	5270	5642	5192	120465	13558	31.97
	-10	2	30517	9147	6411	10599	64502	8981	31.97
	-10	3	25732	9440	6844	7748	64269	8972	31.97
	-10	4	20577	9662	7824	8926	42708	7381	31.97
	-10	5	24887	10458	7599	12582	64430	8983	31.97
	-10	6	22607	9321	7367	7967	38684	6982	31.97
	-10	7	24516	9227	6937	11293	61054	8308	31.97
	-10	8	14761	5200	5647	4725	7649	4250	31.97
	0	1	12798	5198	5467	4941	81275	82328	31.63
	0	2	131712	18025	7217	29906	129934	82395	31.63
	0	3	58185	14156	7502	12509	139091	53241	31.63
	0	4	56134	16362	9967	59974	139301	49132	31.63
	0	5	74498	22649	12735	118119	204321	50423	31.63
	0	6	84021	29350	13913	51715	65234	49678	31.63
	0	7	68056	12855	7778	67999	103823	49277	31.63
	0	8	13662	5102	5615	4755	7334	4217	31.63
	1	1	16235	6710	7118	8047	367994	64057	49275	31.88
	1	2	177563	29941	10866	61415	164429	49684	38219	31.88
	1	3	104586	25811	11228	29077	249823	55023	42326	31.88
	1	4	98127	34521	17218	143936	328572	53552	41194	31.88
	1	5	121547	39218	19537	228489	351739	54454	41888	31.88
	1	6	140023	48612	20257	94740	170489	53454	41119	31.88
	1	7	104995	22704	12240	152685	195720	52495	40381	31.88
	1	8	18041	6614	7332	6371	9557	5512	4240	31.88
	2	1	15945	6607	7088	7605	303863	53792	41379	31.94
	2	2	188401	31331	11117	64521	175757	50076	38520	31.94
	2	3	108552	26816	11432	30135	260120	55013	42318	31.94
	2	4	99695	34985	17469	143087	334959	53773	41364	31.94
	2	5	128160	40740	20182	239166	370355	54795	42150	31.94
	2	6	131007	47600	20291	88517	161066	53483	41141	31.94
	2	7	107915	23484	12533	158436	201771	52655	40504	31.94
	2	8	18086	6626	7306	6338	9545	5495	4227	31.94
	3	1	15947	6598	7108	7676	305709	54260	41739	32.03
	3	2	191519	31753	11157	65219	177963	50540	38877	32.03
	3	3	111356	27489	11650	30607	267738	55087	42375	32.03
	3	4	101419	35770	17720	147434	341868	53842	41417	32.03
	3	5	130601	41410	20417	243493	376764	55081	42370	32.03
	3	6	146325	51096	21308	98534	176529	53635	41258	32.03
	3	7	112639	24147	12710	166128	209849	52750	40577	32.03
	3	8	18111	6627	7326	6345	9565	5532	4256	32.03
	4	1	15944	6628	7122	7636	307361	54191	41686	32.13
	4	2	193866	32128	11200	65826	185714	50415	38781	32.13
	4	3	112906	27833	11705	31014	270441	55114	42396	32.13
	4	4	101701	36046	17847	147140	347027	53843	41418	32.13
	4	5	132295	41884	20636	246181	380309	55153	42426	32.13
	4	6	146178	51334	21438	98911	176179	53747	41344	32.13
	4	7	113119	24434	12832	167573	210437	52763	40587	32.13
	4	8	18213	6609	7347	6372	9570	5504	4234	32.13
	5	1	15947	6604	7099	7667	308503	54251	41732	32.22
	5	2	195280	32433	11252	65877	182963	50368	38745	32.22
