FU 10819102	Cycle	RC	S0	S1	S2	S3	S4	S5	qPCR Temp	FILE EXPORTED FROM DATABASE	
	-20	1	3886	3851	4005	4022	3839	3783	29.38
	-20	2	3875	3848	3994	4025	3834	3795	29.38
	-20	3	3868	3854	3995	4014	3852	3771	29.38
	-20	4	3878	3851	3990	4015	3830	3778	29.38
	-20	5	3882	3848	4000	4023	3829	3796	29.38
	-20	6	3881	3840	4011	4031	3847	3813	29.38
	-20	7	3867	3856	4020	4017	3839	3808	29.38
	-20	8	3879	3843	4003	4017	3836	3788	29.38
	-40	1	3878	3843	4020	3962	3799	3791	29.41
	-40	2	3894	3841	4026	3972	3808	3780	29.41
	-40	3	0	3834	4023	3959	3790	3785	29.41
	-40	4	0	3835	4021	3978	3817	3782	29.41
	-40	5	0	0	0	0	0	0	29.41
	-40	6	0	0	0	0	0	0	29.41
	-40	7	0	0	0	0	0	0	29.41
	-40	8	0	0	0	0	0	0	29.41
	-30	1	221597	10957	4750	6175	7698	4175	29.41
	-30	2	5928	88587	271739	56970	7978	4190	29.41
	-30	3	0	4612	4602	6368	432722	136049	29.41
	-30	4	0	4610	4605	6371	432747	136014	29.41
	-30	5	0	0	0	0	0	0	29.41
	-30	6	0	0	0	0	0	0	29.41
	-30	7	0	0	0	0	0	0	29.41
	-30	8	0	0	0	0	0	0	29.41
	-10	1	20263	5156	5624	5062	76005	10042	29.44
	-10	2	25817	8185	6775	10382	7691	4166	29.44
	-10	3	28283	7783	6644	15944	57895	9404	29.44
	-10	4	22851	7724	6827	7947	62039	9910	29.44
	-10	5	22836	6728	6353	5871	6399	4148	29.44
	-10	6	25158	8149	7064	9832	31854	6897	29.44
	-10	7	26121	7672	6563	8988	42291	7966	29.44
	-10	8	43018	8821	5655	4767	6024	4104	29.44
	1	1	14735	4883	5481	5641	192831	69616	29.09
	1	2	39428	9191	6636	25467	16777	68683	29.09
	1	3	51232	10223	8316	118964	96224	65237	29.09
	1	4	55791	16245	10304	108766	593559	88301	29.09
	1	5	74768	20314	10343	38441	17957	71881	29.09
	1	6	53012	15951	10691	107188	302383	78480	29.09
	1	7	49901	12395	9002	106825	166630	81151	29.09
	1	8	92444	11842	5567	4776	13225	66792	29.09
	2	1	14683	4871	5472	5418	142755	60879	29.22
	2	2	40911	9417	6716	26687	16995	69045	29.22
	2	3	50854	10185	8254	116825	93440	61765	29.22
	2	4	49324	14259	9402	96154	513272	70632	29.22
	2	5	64242	17479	9399	33469	15671	59102	29.22
	2	6	53702	16114	10671	116958	320777	74369	29.22
	2	7	43875	11120	8357	84305	132419	70297	29.22
	2	8	91179	11823	5563	4766	12902	64288	29.22
	3	1	14585	4884	5483	5431	148011	61263	29.34
	3	2	40310	9401	6721	26359	16968	69321	29.34
	3	3	51503	10335	8348	121047	96128	62401	29.34
	3	4	49989	14438	9463	98276	526238	71050	29.34
	3	5	65014	17750	9477	34116	15820	59795	29.34
	3	6	49815	15045	10230	104594	285312	69328	29.34
	3	7	44928	11346	8435	89081	137828	70918	29.34
	3	8	87318	11521	5574	4762	12707	62630	29.34
	4	1	14519	4879	5477	5435	149513	62352	29.47
	4	2	38653	9145	6635	24990	16191	64509	29.47
	4	3	51917	10437	8385	123943	97338	62763	29.47
	4	4	49675	14420	9466	97954	523867	71270	29.47
	4	5	64320	17637	9456	34065	15814	59975	29.47
	4	6	49346	15029	10205	104255	284375	69461	29.47
	4	7	44619	11310	8427	89036	137155	70991	29.47
	4	8	85832	11436	5564	4767	12776	63123	29.47
	5	1	14469	4876	5472	5442	148923	62690	29.63
	5	2	38554	9140	6632	25040	16202	64604	29.63
	5	3	51825	10473	8381	124440	97209	63056	29.63
	5	4	49671	14432	9456	98064	524763	71526	29.63
	5	5	64380	17653	9452	34179	15834	60110	29.63
	5	6	49777	15133	10270	106505	289456	70017	29.63
	5	7	44481	11315	8429	88647	136534	71187	29.63
	5	8	84203	11321	5553	4762	12709	62565	29.63
	6	1	14423	4883	5481	5450	150139	62686	29.75
	6	2	38509	9165	6642	25080	16239	64838	29.75
	6	3	51868	10483	8397	124913	97351	63245	29.75
	6	4	49505	14424	9460	97463	523085	71700	29.75
	6	5	64286	17662	9454	34143	15851	60354	29.75
	6	6	49898	15199	10298	107562	292093	70426	29.75
	6	7	44638	11369	8451	89214	137052	71419	29.75
	6	8	85821	11477	5556	4759	12867	63959	29.75
	7	1	14371	4871	5469	5458	149875	62806	29.88
	7	2	38619	9169	6654	25155	16279	65017	29.88
	7	3	51891	10468	8396	125189	97441	63413	29.88
	7	4	49441	14403	9464	97317	523030	71852	29.88
	7	5	64586	17750	9477	34373	15948	60813	29.88
	7	6	49571	15141	10287	106306	288514	70328	29.88
	7	7	44859	11418	8456	90911	138752	71741	29.88
	7	8	84924	11421	5553	4754	12800	63455	29.88
	8	1	14356	4869	5475	5451	149553	62705	30.03
	8	2	38729	9215	6669	25273	16311	65366	30.03
	8	3	51861	10501	8408	125403	97455	63543	30.03
	8	4	49415	14430	9461	97315	523151	72017	30.03
	8	5	64246	17686	9468	34191	15921	60694	30.03
	8	6	49719	15182	10298	106798	289903	70655	30.03
	8	7	44660	11383	8437	90167	137845	71369	30.03
	8	8	84057	11327	5551	4766	12711	62676	30.03
	9	1	14306	4876	5476	5437	149818	62862	30.19
	9	2	38615	9213	6650	25217	16327	65243	30.19
	9	3	51831	10504	8414	125446	97418	63626	30.19
	9	4	49365	14427	9454	97121	522516	72017	30.19
	9	5	64132	17674	9467	34091	15904	60773	30.19
	9	6	49689	15192	10302	106800	290025	70693	30.19
	9	7	44800	11420	8460	90874	138545	71632	30.19
	9	8	84499	11386	5575	4759	12768	63135	30.19
	10	1	14252	4867	5479	5438	149541	62749	30.31
	10	2	38656	9241	6658	25283	16336	65357	30.31
	10	3	51808	10497	8408	125707	97455	63584	30.31
	10	4	49318	14437	9462	97047	522507	72151	30.31
	10	5	64029	17656	9457	34037	15891	60779	30.31
	10	6	49644	15193	10284	106811	290017	70721	30.31
	10	7	44754	11412	8461	90786	138394	71580	30.31
	10	8	84118	11321	5545	4764	12700	62571	30.31
	11	1	14238	4864	5469	5432	150203	62949	30.47
	11	2	38557	9224	6654	25175	16302	65227	30.47
	11	3	51731	10502	8412	125412	97166	63570	30.47
	11	4	49305	14436	9460	96938	522319	72218	30.47
	11	5	64024	17690	9436	34020	15908	60844	30.47
	11	6	49672	15194	10295	106904	290520	70778	30.47
	11	7	44662	11411	8460	90442	137950	71410	30.47
	11	8	84542	11387	5552	4765	12794	63175	30.47
	12	1	14216	4875	5457	5433	149656	62837	30.63
	12	2	38612	9243	6678	25272	16332	65311	30.63
	12	3	51740	10503	8398	125550	97203	63562	30.63
	12	4	49300	14461	9461	96872	521992	72298	30.63
	12	5	64038	17687	9454	34055	15901	60905	30.63
	12	6	49785	15239	10303	107113	291232	70941	30.63
	12	7	44740	11432	8447	90780	138342	71446	30.63
	12	8	84367	11365	5541	4769	12711	62597	30.63
	13	1	14174	4843	5462	5443	150076	62944	30.75
	13	2	38568	9221	6671	25222	16293	65239	30.75
	13	3	51731	10503	8407	125676	97250	63575	30.75
	13	4	49271	14464	9470	96870	522060	72392	30.75
	13	5	64091	17707	9462	34069	15940	61007	30.75
	13	6	49668	15219	10305	106902	290764	70828	30.75
	13	7	44726	11433	8474	91009	138565	71701	30.75
	13	8	84550	11381	5549	4768	12773	63144	30.75
	14	1	14181	4859	5459	5443	149745	62815	30.91
	14	2	38590	9247	6668	25279	16332	65345	30.91
	14	3	51716	10511	8409	125633	97089	63584	30.91
	14	4	49240	14455	9462	96690	521632	72385	30.91
	14	5	64112	17709	9482	34126	15943	61079	30.91
	14	6	49693	15237	10325	107003	291065	70919	30.91
	14	7	44740	11440	8456	91098	138528	71738	30.91
	14	8	84547	11374	5555	4772	12757	62943	30.91
	15	1	14152	4864	5464	5438	149779	62866	31.03
	15	2	38652	9267	6666	25355	16375	65527	31.03
