FU 11019041	Cycle	RC	S0	S1	S2	S3	S4	S5	qPCR Temp	FILE EXPORTED FROM DATABASE	
	-20	1	3817	3796	3841	3847	3815	3797	28.94
	-20	2	3829	3801	3832	3814	3829	3788	28.94
	-20	3	3824	3804	3835	3828	3831	3803	28.94
	-20	4	3820	3800	3837	3837	3829	3794	28.94
	-20	5	3816	3792	3834	3835	3837	3795	28.94
	-20	6	3814	3796	3819	3835	3830	3776	28.94
	-20	7	3815	3798	3826	3839	3833	3801	28.94
	-20	8	3824	3799	3831	3848	3827	3790	28.94
	-40	1	3839	3803	3848	3778	3796	3780	28.98
	-40	2	3841	3798	3858	3758	3774	3744	28.98
	-40	3	0	3806	3852	3766	3773	3751	28.98
	-40	4	0	3795	3842	3795	3781	3767	28.98
	-40	5	0	0	0	0	0	0	28.98
	-40	6	0	0	0	0	0	0	28.98
	-40	7	0	0	0	0	0	0	28.98
	-40	8	0	0	0	0	0	0	28.98
	-30	1	252750	15001	4606	6632	11238	4387	28.97
	-30	2	8067	100304	261896	61072	11625	4374	28.97
	-30	3	0	8707	5300	8508	566183	98855	28.97
	-30	4	0	8700	5297	8510	566202	98820	28.97
	-30	5	0	0	0	0	0	0	28.97
	-30	6	0	0	0	0	0	0	28.97
	-30	7	0	0	0	0	0	0	28.97
	-30	8	0	0	0	0	0	0	28.97
	-10	1	25032	5587	5474	5651	193912	19614	29.00
	-10	2	36814	13200	8866	22419	9899	4381	29.00
	-10	3	32911	9656	6918	18757	76391	11692	29.00
	-10	4	31689	13089	8886	15842	174586	22531	29.00
	-10	5	44933	19742	11693	28619	11835	4504	29.00
	-10	6	37828	15523	9570	25078	118873	13944	29.00
	-10	7	32467	10704	7304	11831	79160	10743	29.00
	-10	8	23114	5420	5262	4788	6425	4216	29.00
	1	1	16737	5094	5210	5699	202557	81659	29.06
	1	2	51096	12745	7532	30360	19153	77174	29.06
	1	3	59583	12657	9130	135911	114726	77230	29.06
	1	4	56299	16052	9874	93188	538099	76694	29.06
	1	5	86073	27443	11906	39662	21711	84253	29.06
	1	6	54341	18763	11209	118279	317663	86517	29.06
	1	7	60062	16666	10052	118141	200400	94259	29.06
	1	8	20589	5195	5160	4759	6418	4239	29.06
	2	1	16935	5026	5207	5520	178996	68211	29.16
	2	2	47636	11816	7239	26921	17472	67685	29.16
	2	3	60432	12778	9224	140026	116088	77701	29.16
	2	4	63222	17581	10443	114793	646429	79145	29.16
	2	5	78861	24705	11006	35562	20140	76641	29.16
	2	6	54205	18710	11104	125468	333684	79527	29.16
	2	7	53265	15008	9394	95887	166482	78463	29.16
	2	8	20588	5198	5157	4743	6418	4237	29.16
	3	1	16836	5018	5222	5516	181223	68725	29.28
	3	2	47656	11842	7248	27007	17555	68275	29.28
	3	3	61282	12930	9239	143128	118261	78054	29.28
	3	4	62821	17555	10419	114791	645913	79431	29.28
	3	5	78799	24670	10995	35593	20147	76779	29.28
	3	6	53048	18320	10954	122893	326017	75989	29.28
	3	7	53650	15207	9522	98871	171205	79932	29.28
	3	8	20617	5203	5155	4760	6413	4238	29.28
	4	1	16733	5015	5197	5528	184948	69104	29.41
	4	2	47393	11803	7226	26681	17610	68888	29.41
