FU 10320062	Cycle	RC	S0	S1	S2	S3	S4	S5	qPCR Temp	FILE EXPORTED FROM DATABASE	
	-20	1	3882	3874	4076	4076	3892	3862	28.75
	-20	2	3890	3882	4075	4083	3878	3863	28.75
	-20	3	3900	3874	4087	4088	3878	3862	28.75
	-20	4	3881	3875	4073	4081	3894	3854	28.75
	-20	5	3891	3862	4081	4077	3891	3869	28.75
	-20	6	3889	3872	4087	4083	3885	3853	28.75
	-20	7	3885	3872	4072	4087	3886	3885	28.75
	-20	8	3888	3859	4080	4067	3908	3862	28.75
	-40	1	3912	3875	4118	4033	3869	3845	28.77
	-40	2	3892	3880	4081	4045	3873	3850	28.77
	-40	3	0	3888	4094	4054	3868	3863	28.77
	-40	4	0	3872	4091	4038	3875	3842	28.77
	-40	5	0	0	0	0	0	0	28.77
	-40	6	0	0	0	0	0	0	28.77
	-40	7	0	0	0	0	0	0	28.77
	-40	8	0	0	0	0	0	0	28.77
	-30	1	214310	9738	4942	5659	8633	4679	28.77
	-30	2	11963	100303	283773	73308	9028	4682	28.77
	-30	3	0	4922	4838	5976	526424	136245	28.77
	-30	4	0	4932	4831	6001	526504	136175	28.77
	-30	5	0	0	0	0	0	0	28.77
	-30	6	0	0	0	0	0	0	28.77
	-30	7	0	0	0	0	0	0	28.77
	-30	8	0	0	0	0	0	0	28.77
	-10	1	19437	5293	5871	4912	68233	9924	28.78
	-10	2	23869	7476	6758	7306	7881	4535	28.78
	-10	3	21820	6163	6208	7457	21014	6225	28.78
	-10	4	19545	5886	6159	5130	17722	5431	28.78
	-10	5	25493	8402	7282	8686	8276	4564	28.78
	-10	6	25199	8222	7139	9566	34262	7025	28.78
	-10	7	21069	6223	6263	5379	16947	5406	28.78
	-10	8	29289	6991	5914	4756	7111	4498	28.78
	1	1	14749	5010	5727	5397	153680	74993	28.09
	1	2	40728	10787	7620	24236	17900	74467	28.09
	1	3	57744	10736	8944	141048	110286	76113	28.09
	1	4	57950	14059	9498	109280	556966	88825	28.09
	1	5	72560	18740	9990	32594	19939	79035	28.09
	1	6	62524	18109	11495	141393	354059	105948	28.09
	1	7	51705	13569	9543	108288	157773	97516	28.09
	1	8	74425	10004	5837	4749	16006	76620	28.09
	2	1	14619	5017	5716	5390	153980	71164	28.19
	2	2	39728	10602	7556	23372	17541	72721	28.19
	2	3	54750	10444	8766	128400	100490	74803	28.19
	2	4	53930	13336	9231	99432	499595	84743	28.19
	2	5	67032	17674	9688	29859	18926	73859	28.19
	2	6	50571	14840	10081	107147	267021	80815	28.19
	2	7	43375	11631	8718	84714	124471	73974	28.19
	2	8	73836	9939	5816	4763	15544	72883	28.19
	3	1	14557	5002	5730	5379	152307	71626	28.25
	3	2	39502	10567	7557	23082	17559	73081	28.25
	3	3	54473	10392	8745	128189	99902	75257	28.25
	3	4	53133	13256	9197	97395	490481	85218	28.25
	3	5	66377	17545	9660	29556	18948	74389	28.25
	3	6	50711	14977	10160	110641	274525	81791	28.25
	3	7	42823	11586	8710	83673	122978	74617	28.25
	3	8	73203	9929	5814	4765	15599	73247	28.25
	4	1	14515	5009	5712	5383	151739	71889	28.38
	4	2	39475	10571	7546	23123	17632	73581	28.38
	4	3	54099	10374	8731	126185	98789	75818	28.38
	4	4	52988	13246	9186	97218	489691	85465	28.38
	4	5	66250	17521	9671	29618	18970	74669	28.38
	4	6	50617	14970	10158	110800	274837	82078	28.38
	4	7	42673	11573	8704	83597	122348	74977	28.38
	4	8	72817	9912	5809	4771	15602	73379	28.38
	5	1	14462	4997	5722	5378	150236	71995	28.50
	5	2	39385	10573	7553	23038	17654	73846	28.50
	5	3	53945	10370	8727	125933	98452	76265	28.50
	5	4	52458	13158	9145	96053	482263	85553	28.50
	5	5	65631	17422	9644	29363	18987	74981	28.50
	5	6	50466	14940	10130	110389	273702	82471	28.50
	5	7	42521	11548	8695	83247	121823	75422	28.50
	5	8	72571	9904	5793	4763	15675	73990	28.50
	6	1	14402	4997	5717	5370	149974	72172	28.63
	6	2	39316	10581	7539	23043	17672	73962	28.63
	6	3	53887	10387	8719	126056	98413	76458	28.63
	6	4	52472	13179	9170	96069	483433	85740	28.63
	6	5	65446	17397	9650	29287	19000	75254	28.63
	6	6	49963	14812	10089	108446	269404	82424	28.63
