FU 133	Cycle	RC	S0	S1	S2	S3	S4	S5	qPCR Temp	FILE EXPORTED FROM DATABASE	
	-40	1	3974	0	0	0	0	0	33.15
	-40	2	0	3967	3977	3887	0	0	33.15
	-40	3	0	0	0	3873	3922	0	33.15
	-40	4	0	0	0	0	3945	3928	33.15
	-40	5	0	0	0	0	0	0	33.15
	-40	6	0	0	0	0	0	0	33.15
	-40	7	0	0	0	0	0	0	33.15
	-40	8	0	0	0	0	0	0	33.15
	-30	1	398966	0	0	0	0	0	33.16
	-30	2	0	50569	223688	59941	0	0	33.16
	-30	3	0	0	0	5980	206045	0	33.16
	-30	4	0	0	0	0	206266	33810	33.16
	-30	5	0	0	0	0	0	0	33.16
	-30	6	0	0	0	0	0	0	33.16
	-30	7	0	0	0	0	0	0	33.16
	-30	8	0	0	0	0	0	0	33.16
	-20	1	3988	4031	3937	3945	4189	4015	33.16
	-20	2	4046	4011	3957	3962	4252	3994	33.16
	-20	3	4008	4006	3930	3943	3975	3978	33.16
	-20	4	3969	3973	3935	3950	4212	3986	33.16
	-20	5	3984	3994	3920	3956	4114	4006	33.16
	-20	6	4008	4020	3915	3928	4024	3997	33.16
	-20	7	4004	3958	3909	3957	4248	3968	33.16
	-20	8	4012	3980	3940	3960	4024	3977	33.16
	-10	1	16818	5292	5611	4907	57609	8017	33.13
	-10	2	20173	6511	6059	6151	17305	5268	33.13
	-10	3	19206	6638	6089	5501	20498	5610	33.13
	-10	4	20265	9126	7871	9053	37613	7345	33.13
	-10	5	24531	10453	8100	14820	67031	9856	33.13
	-10	6	21492	8283	7041	7750	27991	6509	33.13
	-10	7	24106	8489	6592	10084	47897	7770	33.13
	-10	8	15648	5228	5629	4731	7664	4236	33.13
	0	1	14024	5274	5546	5033	78128	84692	31.53
	0	2	70664	11871	7505	35211	115036	50420	31.53
	0	3	59177	12350	7219	19351	170866	54747	31.53
	0	4	86334	26984	14330	59126	209570	51847	31.53
	0	5	96847	27336	15356	145007	239329	87699	31.53
	0	6	124440	31894	14938	62401	70073	52295	31.53
	0	7	98272	18652	9622	108713	167960	84567	31.53
	0	8	14817	5152	5575	4716	7450	4272	31.53
	1	1	17527	6671	7164	7425	260734	52825	40635	31.63
	1	2	104919	21509	11906	78768	196830	53575	41212	31.63
	1	3	101764	23422	11148	42679	313092	57250	44039	31.63
	1	4	116816	48305	22707	104997	347053	56223	43249	31.63
	1	5	120556	39102	21118	211555	321168	56784	43680	31.63
	1	6	164593	47908	20000	86884	149900	54787	42144	31.63
	1	7	141057	31457	15120	218823	282279	47915	36858	31.63
	1	8	19702	6728	7319	6178	9733	5528	4253	31.63
	2	1	17574	6691	7174	7663	299819	53578	41214	31.69
	2	2	110067	22349	12164	83417	202759	53687	41298	31.69
	2	3	107109	24424	11375	45012	322995	57613	44318	31.69
	2	4	117783	50073	23349	105692	356007	56531	43486	31.69
	2	5	132484	41698	22146	233684	354658	57512	44240	31.69
	2	6	175645	51134	21014	92822	160026	55175	42443	31.69
	2	7	140961	31766	15190	216257	282854	48731	37486	31.69
	2	8	19731	6702	7272	6169	9734	5526	4251	31.69
	3	1	17477	6710	7147	7644	294726	53362	41048	31.78
	3	2	112815	22951	12325	86291	208666	53874	41442	31.78
	3	3	112024	25415	11624	46870	346932	57922	44556	31.78
	3	4	129299	53634	24761	119416	399649	56910	43777	31.78
	3	5	140199	43576	22854	248240	371092	57756	44428	31.78
	3	6	180076	52822	21568	96658	163958	55222	42479	31.78
	3	7	142018	31878	15190	217354	283344	49007	37698	31.78
	3	8	19799	6701	7312	6137	9730	5488	4222	31.78
	4	1	17405	6688	7161	7655	298077	53504	41157	31.88
	4	2	114468	23416	12438	86767	215789	53831	41409	31.88
	4	3	113870	25967	11715	47040	353619	58102	44694	31.88
	4	4	130010	54392	24953	119446	403289	57001	43847	31.88
	4	5	138641	43654	22990	249542	371927	57751	44424	31.88
	4	6	183019	53367	21801	97354	165588	55224	42480	31.88
	4	7	140870	31814	15146	215204	281893	49054	37734	31.88
	4	8	19828	6700	7307	6177	9721	5540	4262	31.88
	5	1	17453	6696	7183	7645	298623	53632	41256	31.97
	5	2	115423	23565	12507	89345	216619	53990	41531	31.97
	5	3	113867	26009	11753	47908	357230	58081	44678	31.97
	5	4	129871	54610	25014	120021	402441	56962	43817	31.97
	5	5	142339	44340	23186	253045	376517	57813	44472	31.97
	5	6	183505	53596	21954	98215	165218	55281	42524	31.97
	5	7	140621	31900	15254	214398	281478	49058	37737	31.97
	5	8	19838	6736	7300	6143	9737	5528	4253	31.97
	6	1	17325	6698	7185	7684	301323	53664	41280	32.06
	6	2	116775	23849	12528	90118	221622	54046	41574	32.06
	6	3	115193	26306	11817	48210	360934	58341	44878	32.06
	6	4	131482	55339	25261	121564	409128	57073	43903	32.06
	6	5	141713	44227	23127	250851	375076	57842	44494	32.06
	6	6	185194	54336	22122	98646	166151	55328	42560	32.06
	6	7	140471	31921	15251	213201	282488	49158	37814	32.06
	6	8	19899	6721	7311	6173	9734	5534	4257	32.06
	7	1	17253	6671	7140	7663	302070	53638	41260	32.13
	7	2	116175	23817	12561	89167	219069	53937	41490	32.13
	7	3	114792	26288	11809	48157	360204	58350	44885	32.13
