FU 1022	Cycle	RC	S0	S1	S2	S3	S4	S5	qPCR Temp	FILE EXPORTED FROM DATABASE	
	-40	1	4017	3963	3908	3819	3899	3861	31.34
	-40	2	4021	3981	3932	3829	3887	3865	31.34
	-40	3	4025	3971	3926	3849	3880	3834	31.34
	-40	4	4048	3986	3946	3828	3895	3869	31.34
	-40	5	0	0	0	0	0	0	31.34
	-40	6	0	0	0	0	0	0	31.34
	-40	7	0	0	0	0	0	0	31.34
	-40	8	0	0	0	0	0	0	31.34
	-30	1	491320	7607	5171	6420	19903	4807	31.34
	-30	2	7879	59744	240099	70341	22500	4830	31.34
	-30	3	7479	5561	5169	7398	380005	57985	31.34
	-30	4	7480	5557	5177	7382	380228	57977	31.34
	-30	5	0	0	0	0	0	0	31.34
	-30	6	0	0	0	0	0	0	31.34
	-30	7	0	0	0	0	0	0	31.34
	-30	8	0	0	0	0	0	0	31.34
	-20	1	3991	4042	3862	3930	4648	3955	31.34
	-20	2	3984	4030	3864	3954	4986	3963	31.34
	-20	3	3992	4014	3861	3953	4955	3952	31.34
	-20	4	3991	4033	3850	3958	4769	3982	31.34
	-20	5	3991	3994	3853	3941	5060	3974	31.34
	-20	6	4013	4009	3863	3944	4042	3962	31.34
	-20	7	3972	4026	3837	3943	5228	3961	31.34
	-20	8	3994	4009	3876	3945	4018	3950	31.34
	-10	1	19816	5403	6353	5378	177620	24563	31.34
	-10	2	26238	8065	7016	9697	58089	11176	31.34
	-10	3	23671	8185	7242	7496	46658	10504	31.34
	-10	4	27670	11751	9228	14699	80618	13278	31.34
	-10	5	26806	10482	8504	15911	89569	15422	31.34
	-10	6	20553	6989	7094	5816	18968	6024	31.34
	-10	7	22889	8175	7676	9980	48521	9422	31.34
	-10	8	17160	5272	6239	4683	9397	4517	31.34
	0	1	14066	5170	6095	5131	164771	178095	30.88
	0	2	101419	13656	8253	70905	180465	111903	30.88
	0	3	74440	16029	9265	30960	257960	190251	30.88
	0	4	81964	18381	11947	117052	281550	113253	30.88
	0	5	81602	24431	15742	169012	323173	118789	30.88
	0	6	68666	13475	9694	53029	58574	123069	30.88
	0	7	82791	14501	9824	135292	206169	119067	30.88
	0	8	15785	5135	6182	4684	8382	4559	30.88
	1	1	14766	4698	6169	5995	341280	93701	93701	30.97
	1	2	111223	15393	9654	89168	182480	90581	90581	30.97
	1	3	84516	17267	10463	39270	246096	96834	96834	30.97
	1	4	73602	19047	13190	110924	260516	88180	88180	30.97
	1	5	95987	25368	17219	210318	349059	96142	96142	30.97
	1	6	77860	15399	11257	60120	79580	96475	96475	30.97
	1	7	87522	15632	11447	171350	218814	95303	95303	30.97
	1	8	16106	4655	6188	4730	8445	4571	4571	30.97
	2	1	14761	4718	6181	6043	350604	94537	94537	31.03
	2	2	126290	16660	10024	104860	204689	90965	90965	31.03
	2	3	89810	17785	10633	42460	260532	97176	97176	31.03
	2	4	75890	19462	13352	116842	267906	86862	86862	31.03
	2	5	102644	26721	17855	227744	377865	96940	96940	31.03
	2	6	85469	16452	11687	66623	85022	97098	97098	31.03
	2	7	92485	16092	11619	183680	230538	95389	95389	31.03
	2	8	16171	4644	6188	4723	8434	4579	4579	31.03
	3	1	14687	4684	6179	5997	342626	94690	94690	31.09
	3	2	126165	16787	10039	103809	205435	91371	91371	31.09
	3	3	90973	18064	10784	42930	263987	97271	97271	31.09
	3	4	78999	20074	13608	121838	285585	86573	86573	31.09
	3	5	102132	26646	17870	222857	370416	96909	96909	31.09
	3	6	85138	16493	11715	66157	83774	97164	97164	31.09
	3	7	93382	16279	11703	182365	229661	95252	95252	31.09
	3	8	16192	4645	6209	4730	8431	4585	4585	31.09
	4	1	14664	4682	6192	5989	337855	94728	94728	31.19
	4	2	127238	16932	10074	103594	204897	91310	91310	31.19
	4	3	91315	18191	10849	43191	263818	97307	97307	31.19
	4	4	77818	19840	13507	118657	277751	85561	85561	31.19
	4	5	103788	26874	18009	224238	371858	96940	96940	31.19
	4	6	85390	16482	11716	66094	82791	97277	97277	31.19
	4	7	93683	16282	11718	180606	227786	95191	95191	31.19
	4	8	16233	4635	6196	4729	8431	4569	4569	31.19
	5	1	14657	4701	6202	5966	333846	94903	94903	31.28
	5	2	128388	17055	10146	103703	206053	91526	91526	31.28
	5	3	91991	18330	10890	43529	264131	97367	97367	31.28
	5	4	77827	19809	13489	117821	276383	85231	85231	31.28
	5	5	103942	26910	18029	223132	369874	97075	97075	31.28
	5	6	84868	16451	11711	65811	81687	97395	97395	31.28
	5	7	93988	16348	11742	179360	226336	95243	95243	31.28
	5	8	16248	4626	6215	4729	8434	4564	4564	31.28
	6	1	14619	4709	6190	5976	331540	94982	94982	31.41
	6	2	129319	17129	10136	104005	206746	91600	91600	31.41
	6	3	92553	18482	10933	43882	264719	97354	97354	31.41
	6	4	77156	19652	13395	116344	273445	84243	84243	31.41
	6	5	104476	26970	18084	222871	368622	97142	97142	31.41
	6	6	85431	16482	11763	66145	81380	97432	97432	31.41
	6	7	94331	16407	11762	179085	225572	95203	95203	31.41
	6	8	16273	4652	6173	4729	8438	4563	4563	31.41
	7	1	14634	4699	6196	5961	329734	95184	95184	31.50
	7	2	129358	17194	10151	103749	206032	91705	91705	31.50
	7	3	92720	18517	10978	44084	264168	97389	97389	31.50
	7	4	76609	19497	13307	114439	268877	83261	83261	31.50
	7	5	104628	27027	18083	222060	367085	97235	97235	31.50
	7	6	85633	16518	11745	66273	81104	97519	97519	31.50
	7	7	94575	16445	11787	178615	224758	95220	95220	31.50
	7	8	16291	4637	6170	4705	8444	4568	4568	31.50
	8	1	14631	4692	6195	5975	329142	95321	95321	31.63
	8	2	130229	17259	10190	104009	206435	91882	91882	31.63
	8	3	93140	18621	11032	44369	264686	97582	97582	31.63
	8	4	76579	19485	13324	113913	267842	83349	83349	31.63
	8	5	105117	27086	18111	222191	366548	97286	97286	31.63
	8	6	86161	16570	11782	66662	81066	97634	97634	31.63
	8	7	95187	16502	11785	179141	225218	95257	95257	31.63
	8	8	16331	4661	6171	4740	8432	4540	4540	31.63
	9	1	14615	4732	6199	5962	328009	95410	95410	31.72
	9	2	130530	17285	10189	103989	206178	91929	91929	31.72
	9	3	93210	18682	11048	44619	264296	97608	97608	31.72
	9	4	76344	19433	13276	113014	266175	83363	83363	31.72
	9	5	105216	27131	18147	221885	365936	97375	97375	31.72
	9	6	86314	16593	11775	66838	80886	97660	97660	31.72
	9	7	95658	16575	11831	179447	225403	95360	95360	31.72
	9	8	16329	4652	6171	4716	8431	4575	4575	31.72
	10	1	14644	4706	6197	5955	327532	95504	95504	31.81
	10	2	131053	17359	10200	104225	206610	92020	92020	31.81
	10	3	93523	18745	11094	44909	264862	97646	97646	31.81
	10	4	76195	19404	13249	112682	265564	83467	83467	31.81
	10	5	105518	27178	18163	221984	365792	97516	97516	31.81
	10	6	86770	16655	11849	67270	80974	97773	97773	31.81
	10	7	95913	16626	11866	179727	225490	95413	95413	31.81
	10	8	16351	4643	6163	4714	8435	4568	4568	31.81
	11	1	14630	4696	6205	5974	327301	95698	95698	31.91
	11	2	130873	17379	10199	103960	206035	92050	92050	31.91
	11	3	93716	18818	11130	45107	265073	97761	97761	31.91
	11	4	76154	19391	13251	112448	265238	83552	83552	31.91
	11	5	105641	27215	18212	221817	365434	97590	97590	31.91
	11	6	86960	16671	11868	67468	80984	97819	97819	31.91
	11	7	96166	16668	11860	179897	225596	95435	95435	31.91
	11	8	16376	4642	6180	4733	8435	4563	4563	31.91
	12	1	14621	4730	6210	5964	327070	95781	95781	32.00
	12	2	131408	17447	10228	104199	206437	92207	92207	32.00
	12	3	93757	18843	11153	45303	264975	97765	97765	32.00
	12	4	76096	19361	13209	112206	264794	83627	83627	32.00
	12	5	105807	27255	18260	222047	365525	97668	97668	32.00
	12	6	87154	16722	11855	67772	80999	97810	97810	32.00
	12	7	96376	16706	11894	180063	225733	95493	95493	32.00
	12	8	16401	4639	6159	4729	8429	4568	4568	32.00
	13	1	14635	4727	6222	5963	327220	95956	95956	32.09
	13	2	131578	17460	10231	104286	206412	92328	92328	32.09
	13	3	93890	18908	11168	45478	265158	97779	97779	32.09
	13	4	76050	19372	13236	111986	264443	83720	83720	32.09
	13	5	105841	27283	18206	221602	364871	97588	97588	32.09
	13	6	87404	16713	11892	67971	81043	97812	97812	32.09
	13	7	96752	16763	11899	180636	226328	95732	95732	32.09
	13	8	16412	4644	6139	4739	8468	4585	4585	32.09
	14	1	14615	4734	6209	5988	327327	96106	96106	32.22
	14	2	131726	17481	10228	104307	206505	92327	92327	32.22
	14	3	93939	18945	11210	45681	265231	97767	97767	32.22
	14	4	76072	19385	13228	112000	264469	83863	83863	32.22
	14	5	105941	27361	18254	221725	364865	97569	97569	32.22
	14	6	87526	16750	11889	68253	81158	97814	97814	32.22
	14	7	96849	16798	11906	180765	226408	95651	95651	32.22
	14	8	16444	4667	6165	4707	8451	4554	4554	32.22
	15	1	14626	4729	6199	5976	327417	96142	96142	32.28
	15	2	131841	17532	10243	104307	206406	92399	92399	32.28
	15	3	94054	18984	11232	45877	265386	97782	97782	32.28
	15	4	76006	19365	13206	111794	264159	83924	83924	32.28
	15	5	106080	27378	18260	221935	365214	97681	97681	32.28
	15	6	87626	16762	11895	68420	81217	97814	97814	32.28
	15	7	97145	16827	11920	181190	226770	95805	95805	32.28
	15	8	16457	4644	6187	4696	8433	4540	4540	32.28
	16	1	14632	4734	6226	5986	326982	96167	96167	32.38
	16	2	131962	17523	10275	104385	206477	92409	92409	32.38
	16	3	94085	19025	11234	46040	265272	97719	97719	32.38
	16	4	76008	19388	13197	111818	264164	84050	84050	32.38
	16	5	106180	27381	18281	221931	365231	97752	97752	32.38
	16	6	87831	16805	11914	68606	81276	97846	97846	32.38
	16	7	97255	16860	11956	181252	226819	95822	95822	32.38
	16	8	16459	4661	6154	4712	8438	4542	4542	32.38
	17	1	14662	4713	6194	5965	326864	96144	96144	32.44
	17	2	132224	17577	10281	104578	206811	92530	92530	32.44
	17	3	94180	19032	11265	46197	265393	97757	97757	32.44
	17	4	75947	19382	13219	111666	263934	84024	84024	32.44
	17	5	106224	27412	18298	221855	365028	97738	97738	32.44
	17	6	87960	16800	11926	68840	81345	97864	97864	32.44
	17	7	97375	16894	11967	181337	226884	95823	95823	32.44
	17	8	16468	4635	6138	4731	8446	4558	4558	32.44
	18	1	14642	4735	6192	5972	326853	96136	96136	32.53
	18	2	132294	17586	10297	104591	206771	92555	92555	32.53
	18	3	94183	19095	11284	46360	265403	97715	97715	32.53
	18	4	75917	19382	13192	111529	263567	84039	84039	32.53
	18	5	106353	27444	18319	222220	365439	97779	97779	32.53
	18	6	87985	16810	11935	69020	81441	97825	97825	32.53
	18	7	97457	16920	11971	181564	227112	95804	95804	32.53
	18	8	16493	4636	6125	4720	8467	4569	4569	32.53
	19	1	14643	4731	6236	5975	326753	96145	96145	32.56
	19	2	132196	17602	10283	104477	206545	92460	92460	32.56
	19	3	94254	19103	11293	46490	265360	97708	97708	32.56
	19	4	75915	19368	13198	111606	264130	84479	84479	32.56
	19	5	106383	27467	18325	222220	365328	97794	97794	32.56
	19	6	88074	16813	11941	69179	81498	97773	97773	32.56
	19	7	97563	16948	11996	181670	227205	95878	95878	32.56
